ReviewTitle,ReviewBody,ReviewStar,Product
"JBL T205BT
","Sound quality is excellent but cannot use it for long. It starts paining on eyes.
",3,JBL T205BT
"Rocks
","Amazing earphones. Best I have ever had.
",5,JBL T205BT
"Sound quality is awesome
","Sound quality is awesome, But is not suitable during joging or exercise.
",4,JBL T205BT
"Buds
","Awesome
",5,JBL T205BT
"Poor sound quality
","Sound quality is not that good compared to price
",1,JBL T205BT
"Value for money !!
","Design  - 8/10Sound  - 9/10Battery life - 8/10Delivery  -10/10
",4,JBL T205BT
"Sound quality is poor
","Looking and battery life is very good but sound quality is poor
",3,JBL T205BT
"Fake
","Sound was not good.. u can heard surrounded voice also while using this
",1,JBL T205BT
"Feedback
","I like everything except battery life and interference on making calls on phone
",4,JBL T205BT
"Good Product
","Overall good
",4,JBL T205BT
"Good
","Good product
",5,JBL T205BT
"Not to go for buy
","Not much good as expected
",1,JBL T205BT
"sound quailty
","sound quality is very bad
",1,JBL T205BT
"Nice sound and worth cost
","Good quality output..
",5,JBL T205BT
"It is still in warranty kindly help me with this
","One side earphone is not working i want a replacement or repair it and give me
",1,JBL T205BT
"Nice product
","I like this product sound quality is very good
",3,JBL T205BT
"Worthy product with high Comfortable
","Full Comfortable.
",5,JBL T205BT
"Build quality is good but sound quality is not so good
","This is more useful for calls not for musicNormal bass.
",2,JBL T205BT
"Plzz  don't buy in online waste  of time and money also
","Product  is not goodWhile talking  time not getting  clear  voice  also
",2,JBL T205BT
"Product quality is good . But Bluetooth frequency is realy bad
","This product Bluetooth rang is very low .I am getting only in 3 meter
",2,JBL T205BT
"Very good
","Good
",5,JBL T205BT
"Need replacement
","Second time am facing the issue. Double voice hearing like a mimicry.
",1,JBL T205BT
"🙉
","gD 4 this p₹Ice
",3,JBL T205BT
"Not really invest worthy
","Doesn't stay put, the wire is too long and hence poses a problem while running.
",1,JBL T205BT
"Avoid buying
","Thw stopped working within 10 days of purchase. It won't start or power on.
",1,JBL T205BT
"Kindly activate the warranty asap
","The product is good and working absolutely fine without any issues til now.
",5,JBL T205BT
"Battery problem
","No battery  life charge  full day bt not working  properly battery was down
",5,JBL T205BT
"not good
","It is not good
",1,JBL T205BT
"External noise and auto disconnect issue
","When connecting call facing noise issueI want to be replace the unit
",1,JBL T205BT
"Great product
","Good quality
",5,JBL T205BT
"Must buy
","I gifted this to my friend. JBL was always my favourite. Must buy
",5,JBL T205BT
"for this price sound and ear bud  is not good
","battery life is good but sound is not good and in ear is not good fiting
",1,JBL T205BT
"Not comfortable for ears
","Not comfortable for ears.Not recommendedBad noise cancelation
",1,JBL T205BT
"Waste of money
","It is not at all good charge is not coming for at least more than 2 hours
",2,JBL T205BT
"Very nice product must buy
","Very good sound quality , decent battery life and good noise cancellation
",5,JBL T205BT
"NOT WORTHY
","Not up to the expectations at this price.
",1,JBL T205BT
"Best
","Amazing product...best sound.. excellent battery life...
",5,JBL T205BT
"Nice model for bike riders
","Nice model for bike riding. Ears will not pain when using Helmet
",4,JBL T205BT
"Good quality
","Sound quality is really good. Very much satisfied and happy to buy that.
",5,JBL T205BT
"average
","average one dont put high expectations on this while purchasing this one
",3,JBL T205BT
"Fitting is awesome
","Sound quality is awesome.
",5,JBL T205BT
"Good
","Good sound, battery, and quality
",5,JBL T205BT
"Poor product
","Not satisfied with this product.
",2,JBL T205BT
"Battery backup is poor
","Worst battery . After charging fully it works only for 1 hour..
",1,JBL T205BT
"Amazing sound experience.
","Headphones are awesome, JBL keeps the sound experience great as always.
",5,JBL T205BT
"Good Product
","If you love apple in ears then this wireless headphones is for you.
",5,JBL T205BT
"Simple awesome
","Cool
",5,JBL T205BT
"Low volume
","Volume level is too low compared to skullcandy earbuds
",4,JBL T205BT
"Battery issue
","Poor battery life. And few other issues with the product. Please help.
",3,JBL T205BT
"Good product but you can buy better for cheaper
","Like all bluetooth devices, it lags which makes it harder to play pubg
",5,JBL T205BT
"Good sound quality and comfort but bad build quality
","The rubber flap on the earpiece fell off after 2 months of use
",3,JBL T205BT
"Nice sound but lacks connectivity
","these ear phones are ok
",3,JBL T205BT
"Value for the money!
","Awesome product!
",5,JBL T205BT
"Nice one
","Iam using jbl , it is nice one
",5,JBL T205BT
"Worth For Price
","Nice Product... Slight Sound Distortion During Making Calls..
",4,JBL T205BT
"Good  sound quality  battery long life............  Niceeeeee
","Good  sound quality  battery long life............  Niceeeeee
",5,JBL T205BT
"Not a good deal
","Not for music loversEspecially those who need more bass
",1,JBL T205BT
"Exchange please
","Please exchange my jbl Bluetooth earphones one speaker not connecting
",5,JBL T205BT
"Must buy
","All over nice product
",5,JBL T205BT
"Go for soft inears
","Hard inear.... Which couses ear ache.
",3,JBL T205BT
"Very good Bluetooth earphone.
","I am happy to bought this jbl earphone.
",5,JBL T205BT
"Hard to fit in ears
","Hard to fit in my ears
",3,JBL T205BT
"Aswm JBL earphones 👍🏻
","Good one, Aswm sound quality, very comfortable..👍🏻
",5,JBL T205BT
"Worst product
","No bass, no noise cancellation some what worst item.
",3,JBL T205BT
"Connection problem
","This product call connecting problem....not recommended this product
",2,JBL T205BT
"Not set in ears
","Not gud sounds quality and not fir in ears plz give me other options
",1,JBL T205BT
"Sound Quality Very Very Low..
","Sound Quality Very Very Low against JBL Company Name...
",1,JBL T205BT
"Bass very poor
","Average
",2,JBL T205BT
"Good but not excellent
","Outer voice is visible while traveling via train or flight
",4,JBL T205BT
"Nice product
","After one month usage am writing review, good to go ahead.
",4,JBL T205BT
"Useless product
","Dont buy. Wastage of money. Better not to regret later on.
",1,JBL T205BT
"Ear bud not at all gud
","Ear bud not fitting in the ear and if it is then not able to walk.
",3,JBL T205BT
"Excellent
","Best earphones in this price range
",5,JBL T205BT
"Good product
","Good product
",4,JBL T205BT
"Review
","Dont buy it this one...  sound quality is not a sgood as expected
",1,JBL T205BT
"Good
","Product is not fitting in ear, as earbuds have made by aluminium.
",4,JBL T205BT
"Poor Sound
","Sound is not as expected and noise cancellation as well. Disappointed
",1,JBL T205BT
"Waste of money, horrible quality
","Waste of money, horrible quality.
",1,JBL T205BT
"Battery bahut bekar hai sound quality acchi hai
","I like the the sound qualitiy and very dissapointed from battery life
",1,JBL T205BT
"Satisfied
","Good built quality
",4,JBL T205BT
"Mic not working properly.
","Most of the time the mic is not working.
",2,JBL T205BT
"Sound is in high quality, and after this battery is manageable and it around 7hrs at 60%volume
","This is nice one in all respect, and I would recommend it.
",4,JBL T205BT
"Very gud product. Value for money.
","Very gud product. I'm happy.
",5,JBL T205BT
"Don’t buy
","sound quality was not good... & also no option to return once u bye it
",1,JBL T205BT
"Expect more battery life
","Nic product but i expect much more battery life
",4,JBL T205BT
"Not satisfied
","M not satisfied with the product as noise cancellations
",1,JBL T205BT
"Good product
","Sometimes the sound flickers due to the Bluetooth connectivity.
",4,JBL T205BT
"Not usable on bike
","Not usable when you are on bike
",4,JBL T205BT
"Good
","Good
",5,JBL T205BT
"JBL- Name is enough 👍
","One hell of a headphone!! Must buy.....
",5,JBL T205BT
"Good Product
","JBL just Awesome
",4,JBL T205BT
"Best bye in this price
","Very good sounds
",5,JBL T205BT
"Doesn't worth it
","I don't like the wire..... earplugs didn't fit my ears
",1,JBL T205BT
"Not so durable
","Right earbud stopped working after 1 Month👏👏👏
",2,JBL T205BT
"Don't buy
","Sound is well but noise cancelling is not good
",1,JBL T205BT
"Good but battery life is little bit low
","Battery life is getting low day by day but it’s a good product
",5,JBL T205BT
"awsome product
","Nice sound quality, noise cancellation and Nice product by JBL
",5,JBL T205BT
"Complain
","Delivered on 17 th of may and already its left ear bud is dead
",1,JBL T205BT
"Appreciated
","The quality of the bluetooth Is excellent,Thanks to JBL.
",5,JBL T205BT
"Worthless product
","Techinical problems araised. battery life low.. waste of money
",1,JBL T205BT
"Not good at this cost
","Sound quality is not good for this price range. Waste of money
",1,JBL T205BT
"Excellent product
","Works fantastically, good battery life
",5,JBL T205BT
"Very good
","Good
",3,JBL T205BT
"Connectivity problems
","Connectivity problems more , notice cancellation also
",3,JBL T205BT
"Not to buy
","Continuous disturbance during calling
",2,JBL T205BT
"The only BT earphones I could find which are not in-ear type.
","Not bad
",4,JBL T205BT
"I like it
","Superb... Nice product.. good sound quality.. perfect item..
",5,JBL T205BT
"Not good , I want other ear phone
","Sound is very law , in crowded place I can’t here
",1,JBL T205BT
"Worth to busy
","I would just these earphones are worth to invest in.
",5,JBL T205BT
"Great....
","Very nice product... Fully satisfied
",5,JBL T205BT
"Why it was disconnected automatically
","Why it was disconnected sometimes automatically when I am using it.
",3,JBL T205BT
"Sound quality is super
","Good product
",5,JBL T205BT
"Low quality headphones
","Not at all worth it.
",1,JBL T205BT
"Good
","Quality is good, as expected out of JBL
",5,JBL T205BT
"gigantic earbuds..made for elf not human
","earbuds are very big causing pain in ears..
",1,JBL T205BT
"I need replacement
","Battery
",1,JBL T205BT
"Good for the price
","Good quality
",4,JBL T205BT
"Sound
","Sound is wow, battery and noise cancellation is also good.
",5,JBL T205BT
"Built quality and wire thickness
","Built quality can be better otherwise good
",4,JBL T205BT
"Nic headphone
","Gud but battery discharge in 5-6 hrs with continuous usage
",4,JBL T205BT
"Good but not satisfied
","Bass was good, but battery backup and body strength is low
",4,JBL T205BT
"NO BASE
","Don’t buy if you are base lover
",3,JBL T205BT
"Unable to receive Incoming calls
","Though phone is connected unable to receive incoming calls.
",2,JBL T205BT
"Good
","It is good worth for money
",4,JBL T205BT
"love these earphones
","very good sound quality and bass , battery life is okay .
",5,JBL T205BT
"Good product
","Worth every penny. Sound is good.
",5,JBL T205BT
"Superb headset ever
","Very good product but it dont work for pubg
",4,JBL T205BT
"Great buy
","Need to improve in noice cancellation...
",5,JBL T205BT
"Best at price
","Balanced sound quality.  Perfect fitting
",4,JBL T205BT
"JBL is JBL
","Im music lover ... Ek no. Sound quality ... Im happy ...
",5,JBL T205BT
"Poor Durablity
","Not satisfied with qualityIt’s not durable
",4,JBL T205BT
"Nice
","Nice product as expected
",5,JBL T205BT
"Best budget wireless buds
","Quality product from jbl
",5,JBL T205BT
"Bad product
","Earphone has stopped working just after 20 days
",1,JBL T205BT
"JBL wireless earphone
","Sound quality is good but brass quality is poor
",5,JBL T205BT
"must buy
","awesome product..v much satisfied after 2 months of use
",5,JBL T205BT
"Very good sound quality
","It is good for this price but charging drains very fast
",4,JBL T205BT
"Charging
","Charge too slow than expect
",5,JBL T205BT
"Excellent
","Pure bass jbl bluetooth
",5,JBL T205BT
"Okayish
","Not a good battery life
",3,JBL T205BT
"Good purchase
","Really a nice one. Battery life is around 6hrs
",5,JBL T205BT
"Complaint and want to return
","The voice is not heard to the receiver
",1,JBL T205BT
"Backup is very bad.
","Backup capacity very poor.  Backup time maximum 4 hour
",5,JBL T205BT
"Wireless headphones
","Nothing to let me understand the level of battery life
",4,JBL T205BT
"Falls off from the ear
","Falls off from the ear
",5,JBL T205BT
"Nice product..
","Overall a nice product
",5,JBL T205BT
"Best product
","Really worth for money
",5,JBL T205BT
"DEFECTIVE HEADPHONE SUPPLIED
","DUPLICATE JBL BRAND IS SALE BY AMAZON
",1,JBL T205BT
"AVERAGE  not happy.
","Not good as per name of JBL.AVERAGE  QUALITY  .
",2,JBL T205BT
"ok
","There are no rubber pads to cut out the outside noise
",3,JBL T205BT
"~ ok ~
","i didn’t find it comfortable.
",4,JBL T205BT
"Item fake
","Nit recommended fake products
",1,JBL T205BT
"Not working
","It is already not working now
",1,JBL T205BT
"Not bad that price range
","Sound output is at lower side
",4,JBL T205BT
"Worst selection
","Worst product one side stopped working in just 15 days
",1,JBL T205BT
"Good but nt as expected
","Should hv some arrangement to hold it on neck
",2,JBL T205BT
"Distance power is to low
","Please improve bluetooth distance power and battery life
",5,JBL T205BT
"Okok type
","Charge will get over soon for 1 hour continous usage
",3,JBL T205BT
"Waste product
","Waste product, within 25 days it's work not properly
",1,JBL T205BT
"Worst experience
","Expected nic one but it was very experience with JBL
",1,JBL T205BT
"Bass not good and not comfortable for ear
","Bass not good
",2,JBL T205BT
"Value for money
","Awesome sound
",5,JBL T205BT
"Damaged ear cap
","Suddenly damaged its ear cap
",2,JBL T205BT
"Awesome
","Awesome
",5,JBL T205BT
"Super
","Super
",5,JBL T205BT
"Cheap Buy
","Got it for 1800 not bad at this price range
",4,JBL T205BT
"Nice product
","Good bass, and battery life is good
",3,JBL T205BT
"Best bluetooth earphones
","Awesome product.....its brilliant..
",4,JBL T205BT
"Good product
","Good product
",5,JBL T205BT
"Fine
","Good product
",5,JBL T205BT
"Can Be recommended
","Nice product
",4,JBL T205BT
"Good
","Good product
",4,JBL T205BT
"return my money
","Sound quality is not good... please return my money
",1,JBL T205BT
"Value for money.
","For the price, you will get nothing better.
",5,JBL T205BT
"Good product
","Good
",5,JBL T205BT
"Good
","Good
",4,JBL T205BT
"Its a great product
","Good
",5,JBL T205BT
"Big No
","good sound but material quality is feeble.
",2,JBL T205BT
"Not what I expected
","Sound is low. And earbuds are pain to ears
",3,JBL T205BT
"Excellent
","Super
",5,JBL T205BT
"Kind of okay
","It's all you get from a wireless earphone worth 2k
",3,JBL T205BT
"Worst experience
","In between 5 months sound quality is getting worst
",1,JBL T205BT
"Not worth buying
","Can’t expect such low grade sound quality from JBL
",3,JBL T205BT
"Defective
","I can head sound only in one ear.. it is defective
",1,JBL T205BT
"Nice
","Gud product
",4,JBL T205BT
"Ok ok
","Sound effects not too good
",3,JBL T205BT
"Too good👌
","Good Budget Bluetooth hearphones under 2k
",4,JBL T205BT
"Good product for music lovers
","Very sound quality
",5,JBL T205BT
"Not better then apple earphones
","Treble is bet high,don’t work with pubg on iphone
",3,JBL T205BT
"Worth for Money
","Bluetooth headsets usage beginners will be useful
",4,JBL T205BT
"Spoiled in 3 months
","It got spoiled in 3 months. Not so great quality.
",1,JBL T205BT
"Superb
","Super sound quality and fidelity.
",5,JBL T205BT
"Wow
","Super cool
",4,JBL T205BT
"Awesome
","Marvellous
",5,JBL T205BT
"Loving It
","Sound quality is really very good, bass is good.
",5,JBL T205BT
"Decent enough
","Battery life is ok but not great
",4,JBL T205BT
"🥵🥵
","Very less sound quality and bass
",1,JBL T205BT
"Super
","Sound quality very good.
",5,JBL T205BT
"Awesome
","For music lovers
",4,JBL T205BT
"good product
","good quality ,  nice product , fullyy satisfied
",5,JBL T205BT
"The receipt print details gone. My earpieces cover worn off.
","I cannot claim the warranty
",1,JBL T205BT
"Don't waste your money
","Not worthy,don't buy it
",2,JBL T205BT
"Sound quality superb better than other brand
","Absolutely liked n nice product of JBL
",5,JBL T205BT
"Good to for songs
","I liked it it's good for hearing songs
",4,JBL T205BT
"Pure bass mine's no bass at all
","Sounds quality is not goodNo bass at all
",1,JBL T205BT
"Don't Buy
","don't buy worst experiences dublicute prodeuct
",1,JBL T205BT
"Not good product to buy
","Bluetooth connectivity is poor
",1,JBL T205BT
"Don’t buy
","Stopped working after 2 months
",1,JBL T205BT
"Fake headphone
","Not original product delevered
",1,JBL T205BT
"Uncomfortable to use
","Very uncortable to use
",1,JBL T205BT
"fitting and sound quality is usp of dis product
","sound quality is excellent but battery life is average
",4,JBL T205BT
"Unsatisfied 👎
","Unsatisfied 👎
",4,JBL T205BT
"Waste product
","Ear buds very hard.. Too much painful
",1,JBL T205BT
"Nice with everything
","Best sound and comfortable for ears .
",5,JBL T205BT
"Earbuds.
","Earbuds not received.pl look into the matter.
",2,JBL T205BT
"Value for money
","Value for money
",5,JBL T205BT
"Bit costly
","A good build earphone
",3,JBL T205BT
"Good product
","Sound quality is good
",4,JBL T205BT
"Good product
","Quality sound
",5,JBL T205BT
"Average quality
","Sound quality on voice calls are not perfect
",4,JBL T205BT
"Go for t160bt
","Ear buds are hard gives pain
",1,JBL T205BT
"value for money
","nice product
",3,JBL T205BT
"Good
","Nice but noise cancellation is poor
",5,JBL T205BT
"Battery is not charging
","Any service centre’s in Bangalore ?
",1,JBL T205BT
"Worth for moneu
","Comfortable and great sound quality
",5,JBL T205BT
"Low voice
","Low voice.... Video and sounds not matching
",1,JBL T205BT
"Sound quality is not as expcected from JBL.
","Sound quality is not as expcected from JBL.
",3,JBL T205BT
"Not good
","Gives unbalanced sound from both earbuds...
",2,JBL T205BT
"Fabulous
","I would recommend it surely
",5,JBL T205BT
"Pure tone base really
","Good
",5,JBL T205BT
"Good
","Like
",4,JBL T205BT
"Doesn't disappoint!
","Doesn't disappoint!
",5,JBL T205BT
"Good product
","Excellent sound
",5,JBL T205BT
"Sound like good
","Nice.....
",4,JBL T205BT
"the headphone have truly bass and comfortable to wearing
","the headphone is really enjoyable.
",4,JBL T205BT
"GooD product...!!  🤗
","Good Sound quality  and Easy to Connect  ☺
",4,JBL T205BT
"Bass quality
","Bass quality of the earphone not good 👎👎
",2,JBL T205BT
"Refund me the amount
","Worst I want my money back
",1,JBL T205BT
"😍❤️
","Awesome sound ....
",5,JBL T205BT
"voice is not clear
","voice is not clear
",2,JBL T205BT
"Super
","Very good to use and battery life
",5,JBL T205BT
"Don't ever think to purchase it.... It is totally waste of money
","Battery life is less than 2 hours
",1,JBL T205BT
"WORTH FOR MONEY
","CLASSIC PRODUCT WITH SUCH A LESSER PRICE.
",5,JBL T205BT
"JBL
","Not happy
",2,JBL T205BT
"Excellent Product
","Very Good
",5,JBL T205BT
"Don't go for it
","Cheap material and sound quality
",1,JBL T205BT
"Mera saman wapas lekar jao
","This product is not good
",1,JBL T205BT
".
","Product is good.
",5,JBL T205BT
"Nice
","Good one
",5,JBL T205BT
"Not worth
","Bass quality is not as expected
",2,JBL T205BT
"Disappointed me
","Sound quality is good but not very good
",3,JBL T205BT
"Sound coming out
","Lots of Sound come outside the earphone
",3,JBL T205BT
"Good
","Good product. Noise cancellations poor.
",4,JBL T205BT
"Product is not working
","This is not working now
",1,JBL T205BT
"Quality of material is poor.,
","Poor material quality..
",3,JBL T205BT
"Excellent ear phone....
","Best choice....
",5,JBL T205BT
"Good one
","Worth of buying
",5,JBL T205BT
"Worth it
","Good headphones
",5,JBL T205BT
"Avg
","Average
",4,JBL T205BT
"Worthy
","Gud one
",5,JBL T205BT
"Superb
","Superb earphones..just love it
",5,JBL T205BT
"Worst product
","Worst product, not more than of Rs.150
",1,JBL T205BT
"Okok sound
","Its not great as jbl speakers sound is
",3,JBL T205BT
"Best quality... go for it
","Good quality of sound and connectivity
",5,JBL T205BT
"Nice
","Very nice and durable.
",5,JBL T205BT
"Great
","I love it....Great bass
",5,JBL T205BT
"Nice
","Good one, but little bit slippery....
",5,JBL T205BT
"Poor quality
","Sound very low one side very diatribe
",1,JBL T205BT
"Good product
","Overall good product... worth buying.
",4,JBL T205BT
"Good one
","Battery backup slightly got decreased
",4,JBL T205BT
"Warranty
","Mic not working can claim in warranty
",5,JBL T205BT
"Don't choose
","Worst sound ..not able to put in ears
",1,JBL T205BT
"Bad product
","Very poor for this much cost
",2,JBL T205BT
"Good
","It is compatible with iPhone
",4,JBL T205BT
"Pairing
","Connectivity takes more time
",5,JBL T205BT
"A
","Not exactly fitting the ears
",3,JBL T205BT
"Good
","Not comfortable..........ear
",5,JBL T205BT
"Worst product
","Speaker damage after 10 days
",1,JBL T205BT
"Can buy without a doubt
","Nice product, worth the mmoney spent
",4,JBL T205BT
"Wire is .
","Prob on Nake Due To more flexibility
",1,JBL T205BT
"Not worth it
","Doesn't connect more than one device
",2,JBL T205BT
"Happy
","Sound quality supper
",5,JBL T205BT
"Value of money
","Good product
",5,JBL T205BT
"Good
","Good
",5,JBL T205BT
"Good product
","Awsm
",5,JBL T205BT
"Good
","Good
",5,JBL T205BT
"Good Product
","Good Product
",5,JBL T205BT
"Disappointed...
","Not up to the JBL standards
",5,JBL T205BT
"Nice product
","Low bass lovers like a earphone
",3,JBL T205BT
"Bad product
","Bad product
",1,JBL T205BT
"Supppp and awesome for sound quality
","Products are tooo goooood
",5,JBL T205BT
"Super best product
","Battery life performance in 2 days
",5,JBL T205BT
"Awesome quality
","Nice product at this price
",5,JBL T205BT
"Good
","Led light erretat on night
",5,JBL T205BT
"Worth for money
","Max sound is not satisfied
",5,JBL T205BT
"Uncomfortable
","It’s totally Uncomfortable
",1,JBL T205BT
"Can add FM
","Small battery life
",4,JBL T205BT
"Worthy
","Everything is fine
",5,JBL T205BT
"Awesome
","It's Amazing! Loving it, totally.
",5,JBL T205BT
"Love JBL
","Sound quality is too good
",5,JBL T205BT
"Best in the budget
","You won't be disappointed
",5,JBL T205BT
"Not worthy
","Not worth for this amount
",3,JBL T205BT
"Excellent
","Very good
",5,JBL T205BT
"Goodone
","I like it
",4,JBL T205BT
"Veery gd product... Sound was a litil bit low
","Gd to use
",3,JBL T205BT
"Problem with the ear buds
","Metal ear bud is literally paining alot
",3,JBL T205BT
"Not working
","Not working now in 2 months only
",5,JBL T205BT
"The sound is just junking
","Worst noise cancellation
",2,JBL T205BT
"Great deal..
","Great product by JBL....
",5,JBL T205BT
"Recieved wrong product from amazon
","Recieved wrong product..
",1,JBL T205BT
"Not good
","Bluetooth range not good
",1,JBL T205BT
"good product
","fine at this price
",5,JBL T205BT
"Great product
","Very clear Sound
",5,JBL T205BT
"Not worth buying
","Not worth buying
",2,JBL T205BT
"Not value for money
","Not good
",2,JBL T205BT
"Good budget Bluetooth earphone
","02143121
",4,JBL T205BT
"Non water proof headset
","Dislike due to  non water proof
",3,JBL T205BT
"I dont like this item
","His sound quality is not better
",1,JBL T205BT
"Best earphone
","Worth for money product
",5,JBL T205BT
"Superb must try
","Great quality of sound.
",5,JBL T205BT
"Good product
","It good product
",5,JBL T205BT
"Excellent sound
","Excellent sound
",5,JBL T205BT
"Asm
","Quality so good
",4,JBL T205BT
"Jbl earphones
","Product is OK.. But not as expected
",3,JBL T205BT
"Average
","Average
",3,JBL T205BT
"Liked it
","Like it
",5,JBL T205BT
"15 days worked west Headphones
","15 days worked west Headphones
",1,JBL T205BT
"Nice product
","Awesome product . Worth buying
",5,JBL T205BT
"Sound is unclear
","The sound clarity is not great
",1,JBL T205BT
"Not working
","Not working in incoming calls.
",1,JBL T205BT
"Hurting in ear
","It's hurt in ear bcz of size..
",1,JBL T205BT
"Not satisfied with that
","I felt some radiation is there
",3,JBL T205BT
"Paise Wasul... Product.!! Enjoy Music .!
","Superb.!!!!!!!
",5,JBL T205BT
"Superb!!
","Best!!
",5,JBL T205BT
"Not good ... Don't go for it
","Waste product
",1,JBL T205BT
"Awesome
","Great quality
",5,JBL T205BT
"Noise cancellation 👎
","Noise cancellation is very poor
",3,JBL T205BT
"Good
","Yes sound quality is the best
",4,JBL T205BT
"Value for money
","Good product for price range
",4,JBL T205BT
"Operating compatibility
","Button not working smoothely
",1,JBL T205BT
"5 ster
","Very Good Product...
",5,JBL T205BT
"Value for money
","Good product quality
",5,JBL T205BT
"70%
","Already shared above
",5,JBL T205BT
"Nice product
","Nice product
",4,JBL T205BT
"Good enough
","Satisfactory
",4,JBL T205BT
"Good
","Good quality
",5,JBL T205BT
"Good Sound
","Good Product
",5,JBL T205BT
"Good
","Good
",5,JBL T205BT
"Good
","Good
",5,JBL T205BT
"Good
","Good
",5,JBL T205BT
"Nice
","Good
",5,JBL T205BT
"👌👌
","👌👌
",5,JBL T205BT
"Jbl
","It's good and easy to carry
",5,JBL T205BT
"Loved it
","Great product at this price
",5,JBL T205BT
"Review
","Battery backup is very poor
",5,JBL T205BT
"JBL header
","Call experience is very bad
",2,JBL T205BT
"Can be better and cheaper
","Good product though
",3,JBL T205BT
"Poor quality
","Not working
",1,JBL T205BT
"Pls change this product
","Sound & bass IS very lower
",3,JBL T205BT
"JBL IS THE  BEST
","AWESOME WIRELESS EARPHONES
",5,JBL T205BT
"Very uncomfortable in ear.
","Very uncomfortable in ear.
",2,JBL T205BT
"good Bluetooth earphone
","best sound quality
",5,JBL T205BT
"OK ok
","Just OK ok
",3,JBL T205BT
"Poor Sound and No Noise filter
","Sound quality was not good
",2,JBL T205BT
"You can buy...its a good product...
","I like it...jst go for it
",4,JBL T205BT
"Ok
","It's ok . Not as expected
",3,JBL T205BT
"Similar to apple earphones
","Best of all in this range
",5,JBL T205BT
"Duplicate
","Its china product
",1,JBL T205BT
"Not working this item after 2 months
","Very poor quality
",1,JBL T205BT
"Empty
","Got an empty box!
",1,JBL T205BT
"Excellent
","Very nice
",5,JBL T205BT
"Never recommend this product
","Never recommend this product
",1,JBL T205BT
"Increase sound quality
","Battery backup  very low
",2,JBL T205BT
"Awesome
","Awesome Product.
",5,JBL T205BT
"Very bad
","Very bad
",1,JBL T205BT
"I enjoy the sound
","Awesummm
",5,JBL T205BT
"Super
","Excellent
",5,JBL T205BT
"Worth the money
","Very good sound quality
",4,JBL T205BT
"Fair enough
","Its fine not very good.
",3,JBL T205BT
"This a very bad product
","This a very bad product
",1,JBL T205BT
"Good quality product
","Happy with the purchase
",5,JBL T205BT
"Value of the money
","Best sound ever
",5,JBL T205BT
"very nice product
","I like this product
",5,JBL T205BT
"Headphone
","Dislike
",5,JBL T205BT
"Awesome....
","Awesome
",5,JBL T205BT
"Good product
","Sound quality is good.
",4,JBL T205BT
"Nice product
","Product is good to buy
",4,JBL T205BT
"Very delicate to handle
","Buds cap very delicate
",2,JBL T205BT
"Bass is not good as much I expect
","Mic quality is average
",3,JBL T205BT
"👍
","Just ok.not satisfied.
",5,JBL T205BT
"Very nice sound
","It's very good
",5,JBL T205BT
"Super
","Exlent Quality
",5,JBL T205BT
"Jbl
","Jbl that's it.
",5,JBL T205BT
"Nice & comfortable
","Good product
",4,JBL T205BT
"Utter useless. Don't buy!
","Worst headphones ever
",1,JBL T205BT
"battery issues
","poor battery duration
",4,JBL T205BT
"Waste Bluetooth jbl
","Not good this product
",1,JBL T205BT
"NOT TO BUY
","Worst product
",1,JBL T205BT
"Decent enough
","Decent enough
",4,JBL T205BT
"Nice
","Super product
",5,JBL T205BT
"Dont buy.
","Waste
",1,JBL T205BT
"Nice product
","Overall nice product
",5,JBL T205BT
"Nice
","Good worth fir money
",4,JBL T205BT
"Product Life
","Improve Product Life
",3,JBL T205BT
"Pls return options
","Duplicate products .
",2,JBL T205BT
"Bass is more than needed
","I like sound quality
",3,JBL T205BT
"very poor quality
","the product was fake
",1,JBL T205BT
"It's not worth to spend money
","Battery life is less
",2,JBL T205BT
"Good
","Good product
",4,JBL T205BT
"Awesome
","Nice product
",5,JBL T205BT
"Super
","Good product
",5,JBL T205BT
"Good product
","Worth to buy
",5,JBL T205BT
"Good
","Nice product
",5,JBL T205BT
".
","Good product
",4,JBL T205BT
"Good
","Good product
",5,JBL T205BT
"Good product
","Good product
",4,JBL T205BT
"For Startups
","Good
",5,JBL T205BT
"Good
","Good
",5,JBL T205BT
"......
","don't buy this product
",1,JBL T205BT
"Fake product
","Fake product ......
",1,JBL T205BT
"Sound Quality is Excellent and Bluetooth Connectivity is Good
","Super Quality Sound
",4,JBL T205BT
"Not good
","It is failure piece
",1,JBL T205BT
"Brilliant product
","Great sound quality
",5,JBL T205BT
"Best headphone.
","Best sound quality.
",4,JBL T205BT
"Total wastage of money..!!
","Worst product.. !!!
",1,JBL T205BT
"Good
","Pretty good
",5,JBL T205BT
"Good product
","Sounds good
",4,JBL T205BT
"Good Product
","I liked it!
",4,JBL T205BT
"Waste pro8
","Worst product I got
",1,JBL T205BT
"Abc
","Xyz
",5,JBL T205BT
"Good
","Very cool product.
",5,JBL T205BT
"Nice product
","Everything is good
",4,JBL T205BT
"volume is very low
","volume is very low
",1,JBL T205BT
"Terrific Purchase
","Terrific Basssssss
",5,JBL T205BT
"Substandard product
","Very substandard product for the price.
",2,JBL T205BT
"Best quality
","Fine
",5,JBL T205BT
"Material no good
","Material not good
",1,JBL T205BT
"Excellent
","Excellent product
",5,JBL T205BT
"Good of everyone choice
","Standard of sound
",4,JBL T205BT
